,Unnamed: 0,index,word,contain_ceo,last_aei,length,space,start
6954,6954,10356,Alex Davies,0,0,11,1,1
6955,6955,10356,Bentley Mulsanne,0,1,16,1,0
6956,6956,10357,Alex Davies,0,0,11,1,1
6957,6957,10357,Bentley Mulsanne,0,1,16,1,0
6958,6958,10358,Alex Davies,0,0,11,1,1
6959,6959,10358,Bentley Mulsanne,0,1,16,1,0
6960,6960,10359,Alex Davies,0,0,11,1,1
6961,6961,10359,Bentley Mulsanne,0,1,16,1,0
6962,6962,10360,Alex Davies,0,0,11,1,1
6963,6963,10360,Bentley Mulsanne,0,1,16,1,0
6964,6964,10361,Alex Davies,0,0,11,1,1
6965,6965,10361,Bentley Mulsanne,0,1,16,1,0
6966,6966,10362,Alex Davies,0,0,11,1,1
6967,6967,10362,Bentley Mulsanne,0,1,16,1,0
6968,6968,10363,New York,0,0,8,1,0
6969,6969,10364,New York,0,0,8,1,0
6970,6970,10365,New York,0,0,8,1,0
6971,6971,10366,New York,0,0,8,1,0
6972,6972,10367,New York,0,0,8,1,0
6973,6973,10368,New York,0,0,8,1,0
6974,6974,10369,New York,0,0,8,1,0
6975,6975,10370,New York,0,0,8,1,0
6976,6976,10371,New York,0,0,8,1,0
6977,6977,10372,New York,0,0,8,1,0
6978,6978,10373,New York,0,0,8,1,0
6979,6979,10374,New York,0,0,8,1,0
6980,6980,10444,The Mulsanne,0,1,12,1,1
6981,6981,10445,The Mulsanne,0,1,12,1,1
6982,6982,10446,The Mulsanne,0,1,12,1,1
6983,6983,10447,The Mulsanne,0,1,12,1,1
6984,6984,10448,The Mulsanne,0,1,12,1,1
6985,6985,10449,The Mulsanne,0,1,12,1,1
6986,6986,10450,The Mulsanne,0,1,12,1,1
6987,6987,10451,The Mulsanne,0,1,12,1,1
6988,6988,10452,The Mulsanne,0,1,12,1,1
6989,6989,10453,The Mulsanne,0,1,12,1,1
6990,6990,10454,The Mulsanne,0,1,12,1,1
6991,6991,10455,The Mulsanne,0,1,12,1,1
6992,6992,10456,The Mulsanne,0,1,12,1,1
6993,6993,10457,The Mulsanne,0,1,12,1,1
6994,6994,10458,The Mulsanne,0,1,12,1,1
6995,6995,10459,The Mulsanne,0,1,12,1,1
6996,6996,10460,The Mulsanne,0,1,12,1,1
6997,6997,10461,The Mulsanne,0,1,12,1,1
6998,6998,10462,The Mulsanne,0,1,12,1,1
6999,6999,10481,In Manhattan,0,0,12,1,1
7000,7000,10482,In Manhattan,0,0,12,1,1
7001,7001,10483,In Manhattan,0,0,12,1,1
7002,7002,10484,In Manhattan,0,0,12,1,1
7003,7003,10485,In Manhattan,0,0,12,1,1
7004,7004,10486,In Manhattan,0,0,12,1,1
7005,7005,10487,In Manhattan,0,0,12,1,1
7006,7006,10488,In Manhattan,0,0,12,1,1
7007,7007,10489,In Manhattan,0,0,12,1,1
7008,7008,10490,In Manhattan,0,0,12,1,1
7009,7009,10491,In Manhattan,0,0,12,1,1
7010,7010,10492,In Manhattan,0,0,12,1,1
7011,7011,10493,In Manhattan,0,0,12,1,1
7012,7012,10494,In Manhattan,0,0,12,1,1
7013,7013,10495,In Manhattan,0,0,12,1,1
7014,7014,10496,In Manhattan,0,0,12,1,1
7015,7015,10532,Cadillac User,0,0,13,1,0
7016,7016,10533,Cadillac User,0,0,13,1,0
7017,7017,10534,Cadillac User,0,0,13,1,0
7018,7018,10535,Cadillac User,0,0,13,1,0
7019,7019,10536,Cadillac User,0,0,13,1,0
7020,7020,10537,Cadillac User,0,0,13,1,0
7021,7021,10538,Cadillac User,0,0,13,1,0
7022,7022,10539,Cadillac User,0,0,13,1,0
7023,7023,10540,Cadillac User,0,0,13,1,0
7024,7024,10541,Cadillac User,0,0,13,1,0
7025,7025,10542,Cadillac User,0,0,13,1,0
7026,7026,10543,Cadillac User,0,0,13,1,0
7027,7027,10544,Cadillac User,0,0,13,1,0
7028,7028,10545,Cadillac User,0,0,13,1,0
7029,7029,10546,Cadillac User,0,0,13,1,0
7030,7030,10547,Cadillac User,0,0,13,1,0
7031,7031,10548,Cadillac User,0,0,13,1,0
7032,7032,10549,Cadillac User,0,0,13,1,0
7033,7033,10550,Cadillac User,0,0,13,1,0
7034,7034,10551,Cadillac User,0,0,13,1,0
7035,7035,10552,Cadillac User,0,0,13,1,0
7036,7036,10553,Cadillac User,0,0,13,1,0
7037,7037,10554,Cadillac User,0,0,13,1,0
7038,7038,10555,Cadillac User,0,0,13,1,0
7039,7039,10556,Cadillac User,0,0,13,1,0
7040,7040,10557,Cadillac User,0,0,13,1,0
7041,7041,10558,Cadillac User,0,0,13,1,0
7042,7042,10559,Cadillac User,0,0,13,1,0
7043,7043,10560,Logan International,0,0,19,1,0
7044,7044,10560,Hair Nation,0,0,11,1,0
7045,7045,10561,Logan International,0,0,19,1,0
7046,7046,10561,Hair Nation,0,0,11,1,0
7047,7047,10562,Logan International,0,0,19,1,0
7048,7048,10562,Hair Nation,0,0,11,1,0
7049,7049,10563,Logan International,0,0,19,1,0
7050,7050,10563,Hair Nation,0,0,11,1,0
7051,7051,10564,Logan International,0,0,19,1,0
7052,7052,10564,Hair Nation,0,0,11,1,0
7053,7053,10565,Logan International,0,0,19,1,0
7054,7054,10565,Hair Nation,0,0,11,1,0
7055,7055,10566,Logan International,0,0,19,1,0
7056,7056,10566,Hair Nation,0,0,11,1,0
7057,7057,10567,Logan International,0,0,19,1,0
7058,7058,10567,Hair Nation,0,0,11,1,0
7059,7059,10568,Logan International,0,0,19,1,0
7060,7060,10568,Hair Nation,0,0,11,1,0
7061,7061,10569,Logan International,0,0,19,1,0
7062,7062,10569,Hair Nation,0,0,11,1,0
7063,7063,10570,Logan International,0,0,19,1,0
7064,7064,10570,Hair Nation,0,0,11,1,0
7065,7065,10571,Logan International,0,0,19,1,0
7066,7066,10571,Hair Nation,0,0,11,1,0
7067,7067,10572,Logan International,0,0,19,1,0
7068,7068,10572,Hair Nation,0,0,11,1,0
7069,7069,10573,Logan International,0,0,19,1,0
7070,7070,10573,Hair Nation,0,0,11,1,0
7071,7071,10574,Logan International,0,0,19,1,0
7072,7072,10574,Hair Nation,0,0,11,1,0
7073,7073,10575,Logan International,0,0,19,1,0
7074,7074,10575,Hair Nation,0,0,11,1,0
7075,7075,10576,Logan International,0,0,19,1,0
7076,7076,10576,Hair Nation,0,0,11,1,0
7077,7077,10577,Logan International,0,0,19,1,0
7078,7078,10577,Hair Nation,0,0,11,1,0
7079,7079,10578,Logan International,0,0,19,1,0
7080,7080,10578,Hair Nation,0,0,11,1,0
7081,7081,10579,Logan International,0,0,19,1,0
7082,7082,10579,Hair Nation,0,0,11,1,0
7083,7083,10580,Logan International,0,0,19,1,0
7084,7084,10580,Hair Nation,0,0,11,1,0
7085,7085,10581,Logan International,0,0,19,1,0
7086,7086,10581,Hair Nation,0,0,11,1,0
7087,7087,10582,Logan International,0,0,19,1,0
7088,7088,10582,Hair Nation,0,0,11,1,0
7089,7089,10583,Logan International,0,0,19,1,0
7090,7090,10583,Hair Nation,0,0,11,1,0
7091,7091,10584,Logan International,0,0,19,1,0
7092,7092,10584,Hair Nation,0,0,11,1,0
7093,7093,10585,Logan International,0,0,19,1,0
7094,7094,10585,Hair Nation,0,0,11,1,0
7095,7095,10586,Logan International,0,0,19,1,0
7096,7096,10586,Hair Nation,0,0,11,1,0
7097,7097,10587,Logan International,0,0,19,1,0
7098,7098,10587,Hair Nation,0,0,11,1,0
7099,7099,10588,Logan International,0,0,19,1,0
7100,7100,10588,Hair Nation,0,0,11,1,0
7101,7101,10589,Logan International,0,0,19,1,0
7102,7102,10589,Hair Nation,0,0,11,1,0
7103,7103,10590,Logan International,0,0,19,1,0
7104,7104,10590,Hair Nation,0,0,11,1,0
7105,7105,10591,Logan International,0,0,19,1,0
7106,7106,10591,Hair Nation,0,0,11,1,0
7107,7107,10592,Logan International,0,0,19,1,0
7108,7108,10592,Hair Nation,0,0,11,1,0
7109,7109,10593,Logan International,0,0,19,1,0
7110,7110,10593,Hair Nation,0,0,11,1,0
7111,7111,10594,Logan International,0,0,19,1,0
7112,7112,10594,Hair Nation,0,0,11,1,0
7113,7113,10595,Logan International,0,0,19,1,0
7114,7114,10595,Hair Nation,0,0,11,1,0
7115,7115,10596,Logan International,0,0,19,1,0
7116,7116,10596,Hair Nation,0,0,11,1,0
7117,7117,10597,Logan International,0,0,19,1,0
7118,7118,10597,Hair Nation,0,0,11,1,0
7119,7119,10718,John Gress,0,0,10,1,1
7120,7120,10718,Getty Images,0,0,12,1,0
7121,7121,10718,French President,0,0,16,1,0
7122,7122,10718,Franois Hollande,0,1,16,1,0
7123,7123,10719,John Gress,0,0,10,1,1
7124,7124,10719,Getty Images,0,0,12,1,0
7125,7125,10719,French President,0,0,16,1,0
7126,7126,10719,Franois Hollande,0,1,16,1,0
7127,7127,10720,John Gress,0,0,10,1,1
7128,7128,10720,Getty Images,0,0,12,1,0
7129,7129,10720,French President,0,0,16,1,0
7130,7130,10720,Franois Hollande,0,1,16,1,0
7131,7131,10721,John Gress,0,0,10,1,1
7132,7132,10721,Getty Images,0,0,12,1,0
7133,7133,10721,French President,0,0,16,1,0
7134,7134,10721,Franois Hollande,0,1,16,1,0
7135,7135,10722,John Gress,0,0,10,1,1
7136,7136,10722,Getty Images,0,0,12,1,0
7137,7137,10722,French President,0,0,16,1,0
7138,7138,10722,Franois Hollande,0,1,16,1,0
7139,7139,10723,John Gress,0,0,10,1,1
7140,7140,10723,Getty Images,0,0,12,1,0
7141,7141,10723,French President,0,0,16,1,0
7142,7142,10723,Franois Hollande,0,1,16,1,0
7143,7143,10724,John Gress,0,0,10,1,1
7144,7144,10724,Getty Images,0,0,12,1,0
7145,7145,10724,French President,0,0,16,1,0
7146,7146,10724,Franois Hollande,0,1,16,1,0
7147,7147,10725,John Gress,0,0,10,1,1
7148,7148,10725,Getty Images,0,0,12,1,0
7149,7149,10725,French President,0,0,16,1,0
7150,7150,10725,Franois Hollande,0,1,16,1,0
7151,7151,10726,John Gress,0,0,10,1,1
7152,7152,10726,Getty Images,0,0,12,1,0
7153,7153,10726,French President,0,0,16,1,0
7154,7154,10726,Franois Hollande,0,1,16,1,0
7155,7155,10727,John Gress,0,0,10,1,1
7156,7156,10727,Getty Images,0,0,12,1,0
7157,7157,10727,French President,0,0,16,1,0
7158,7158,10727,Franois Hollande,0,1,16,1,0
7159,7159,10728,John Gress,0,0,10,1,1
7160,7160,10728,Getty Images,0,0,12,1,0
7161,7161,10728,French President,0,0,16,1,0
7162,7162,10728,Franois Hollande,0,1,16,1,0
7163,7163,10729,John Gress,0,0,10,1,1
7164,7164,10729,Getty Images,0,0,12,1,0
7165,7165,10729,French President,0,0,16,1,0
7166,7166,10729,Franois Hollande,0,1,16,1,0
7167,7167,10730,John Gress,0,0,10,1,1
7168,7168,10730,Getty Images,0,0,12,1,0
7169,7169,10730,French President,0,0,16,1,0
7170,7170,10730,Franois Hollande,0,1,16,1,0
7171,7171,10731,John Gress,0,0,10,1,1
7172,7172,10731,Getty Images,0,0,12,1,0
7173,7173,10731,French President,0,0,16,1,0
7174,7174,10731,Franois Hollande,0,1,16,1,0
7175,7175,10732,John Gress,0,0,10,1,1
7176,7176,10732,Getty Images,0,0,12,1,0
7177,7177,10732,French President,0,0,16,1,0
7178,7178,10732,Franois Hollande,0,1,16,1,0
7179,7179,10733,John Gress,0,0,10,1,1
7180,7180,10733,Getty Images,0,0,12,1,0
7181,7181,10733,French President,0,0,16,1,0
7182,7182,10733,Franois Hollande,0,1,16,1,0
7183,7183,10755,In August,0,0,9,1,1
7184,7184,10756,In August,0,0,9,1,1
7185,7185,10757,In August,0,0,9,1,1
7186,7186,10758,In August,0,0,9,1,1
7187,7187,10759,In August,0,0,9,1,1
7188,7188,10760,In August,0,0,9,1,1
7189,7189,10761,In August,0,0,9,1,1
7190,7190,10762,In August,0,0,9,1,1
7191,7191,10763,In August,0,0,9,1,1
7192,7192,10764,In August,0,0,9,1,1
7193,7193,10765,In August,0,0,9,1,1
7194,7194,10766,In August,0,0,9,1,1
7195,7195,10767,In August,0,0,9,1,1
7196,7196,10768,In August,0,0,9,1,1
7197,7197,10769,In August,0,0,9,1,1
7198,7198,10770,In August,0,0,9,1,1
7199,7199,10771,In August,0,0,9,1,1
7200,7200,10772,In August,0,0,9,1,1
7201,7201,10773,In August,0,0,9,1,1
7202,7202,10774,In August,0,0,9,1,1
7203,7203,10775,In August,0,0,9,1,1
7204,7204,10776,Hannah Collins,0,0,14,1,0
7205,7205,10777,Hannah Collins,0,0,14,1,0
7206,7206,10778,Hannah Collins,0,0,14,1,0
7207,7207,10779,Hannah Collins,0,0,14,1,0
7208,7208,10780,Hannah Collins,0,0,14,1,0
7209,7209,10781,Hannah Collins,0,0,14,1,0
7210,7210,10782,Hannah Collins,0,0,14,1,0
7211,7211,10783,Hannah Collins,0,0,14,1,0
7212,7212,10784,Hannah Collins,0,0,14,1,0
7213,7213,10785,Hannah Collins,0,0,14,1,0
7214,7214,10786,Hannah Collins,0,0,14,1,0
7215,7215,10787,Hannah Collins,0,0,14,1,0
7216,7216,10788,Hannah Collins,0,0,14,1,0
7217,7217,10789,Hannah Collins,0,0,14,1,0
7218,7218,10790,Hannah Collins,0,0,14,1,0
7219,7219,10791,Hannah Collins,0,0,14,1,0
7220,7220,10792,Hannah Collins,0,0,14,1,0
7221,7221,10793,Hannah Collins,0,0,14,1,0
7222,7222,10794,Hannah Collins,0,0,14,1,0
7223,7223,10795,Hannah Collins,0,0,14,1,0
7224,7224,10796,Hannah Collins,0,0,14,1,0
7225,7225,10797,Hannah Collins,0,0,14,1,0
7226,7226,10798,Hannah Collins,0,0,14,1,0
7227,7227,10799,Hannah Collins,0,0,14,1,0
7228,7228,10800,Hannah Collins,0,0,14,1,0
7229,7229,10801,Hannah Collins,0,0,14,1,0
7230,7230,10802,Hannah Collins,0,0,14,1,0
7231,7231,10803,Hannah Collins,0,0,14,1,0
7232,7232,10804,Hannah Collins,0,0,14,1,0
7233,7233,10805,Hannah Collins,0,0,14,1,0
7234,7234,10806,Hannah Collins,0,0,14,1,0
7235,7235,10807,Hannah Collins,0,0,14,1,0
7236,7236,10808,Hannah Collins,0,0,14,1,0
7237,7237,10809,Hannah Collins,0,0,14,1,0
7238,7238,10810,Hannah Collins,0,0,14,1,0
7239,7239,10811,Hannah Collins,0,0,14,1,0
7240,7240,10812,Hannah Collins,0,0,14,1,0
7241,7241,10813,Hannah Collins,0,0,14,1,0
7242,7242,10814,Hannah Collins,0,0,14,1,0
7243,7243,10815,Hannah Collins,0,0,14,1,0
7244,7244,10816,Hannah Collins,0,0,14,1,0
7245,7245,10817,Hannah Collins,0,0,14,1,0
7246,7246,10818,Hannah Collins,0,0,14,1,0
7247,7247,10819,Hannah Collins,0,0,14,1,0
7248,7248,10820,Hannah Collins,0,0,14,1,0
7249,7249,10821,Hannah Collins,0,0,14,1,0
7250,7250,10822,Hannah Collins,0,0,14,1,0
7251,7251,10823,Hannah Collins,0,0,14,1,0
7252,7252,10824,Hannah Collins,0,0,14,1,0
7253,7253,10825,Hannah Collins,0,0,14,1,0
7254,7254,10826,Hannah Collins,0,0,14,1,0
7255,7255,10827,Hannah Collins,0,0,14,1,0
7256,7256,10866,Isabelle Bourcier,0,0,17,1,0
7257,7257,10867,Isabelle Bourcier,0,0,17,1,0
7258,7258,10868,Isabelle Bourcier,0,0,17,1,0
7259,7259,10869,Isabelle Bourcier,0,0,17,1,0
7260,7260,10870,Isabelle Bourcier,0,0,17,1,0
7261,7261,10871,Isabelle Bourcier,0,0,17,1,0
7262,7262,10872,Isabelle Bourcier,0,0,17,1,0
7263,7263,10873,Isabelle Bourcier,0,0,17,1,0
7264,7264,10874,Isabelle Bourcier,0,0,17,1,0
7265,7265,10875,Isabelle Bourcier,0,0,17,1,0
7266,7266,10876,Isabelle Bourcier,0,0,17,1,0
7267,7267,10877,Isabelle Bourcier,0,0,17,1,0
7268,7268,10878,Isabelle Bourcier,0,0,17,1,0
7269,7269,10879,Isabelle Bourcier,0,0,17,1,0
7270,7270,10880,Isabelle Bourcier,0,0,17,1,0
7271,7271,10881,Isabelle Bourcier,0,0,17,1,0
7272,7272,10882,Isabelle Bourcier,0,0,17,1,0
7273,7273,10883,Isabelle Bourcier,0,0,17,1,0
7274,7274,10884,Isabelle Bourcier,0,0,17,1,0
7275,7275,10885,Isabelle Bourcier,0,0,17,1,0
7276,7276,10886,Isabelle Bourcier,0,0,17,1,0
7277,7277,10887,Isabelle Bourcier,0,0,17,1,0
7278,7278,10888,Isabelle Bourcier,0,0,17,1,0
7279,7279,10889,Isabelle Bourcier,0,0,17,1,0
7280,7280,10890,Isabelle Bourcier,0,0,17,1,0
7281,7281,10891,Isabelle Bourcier,0,0,17,1,0
7282,7282,10892,Isabelle Bourcier,0,0,17,1,0
7283,7283,10893,Isabelle Bourcier,0,0,17,1,0
7284,7284,10894,Isabelle Bourcier,0,0,17,1,0
7285,7285,10895,Isabelle Bourcier,0,0,17,1,0
7286,7286,10896,Isabelle Bourcier,0,0,17,1,0
7287,7287,10897,Isabelle Bourcier,0,0,17,1,0
7288,7288,10898,Isabelle Bourcier,0,0,17,1,0
7289,7289,10899,Isabelle Bourcier,0,0,17,1,0
7290,7290,10900,Isabelle Bourcier,0,0,17,1,0
7291,7291,10901,Isabelle Bourcier,0,0,17,1,0
7292,7292,10902,Isabelle Bourcier,0,0,17,1,0
7293,7293,10903,Isabelle Bourcier,0,0,17,1,0
7294,7294,10951,The European,0,0,12,1,1
7295,7295,10952,The European,0,0,12,1,1
7296,7296,10953,The European,0,0,12,1,1
7297,7297,10954,The European,0,0,12,1,1
7298,7298,10955,The European,0,0,12,1,1
7299,7299,10956,The European,0,0,12,1,1
7300,7300,10957,The European,0,0,12,1,1
7301,7301,10958,The European,0,0,12,1,1
7302,7302,10959,The European,0,0,12,1,1
7303,7303,10960,The European,0,0,12,1,1
7304,7304,10961,The European,0,0,12,1,1
7305,7305,10962,The European,0,0,12,1,1
7306,7306,10963,The European,0,0,12,1,1
7307,7307,10964,The European,0,0,12,1,1
7308,7308,10965,The European,0,0,12,1,1
7309,7309,11015,Happy Fiscal,0,0,12,1,0
7310,7310,11016,Happy Fiscal,0,0,12,1,0
7311,7311,11017,Happy Fiscal,0,0,12,1,0
7312,7312,11018,Happy Fiscal,0,0,12,1,0
7313,7313,11019,Happy Fiscal,0,0,12,1,0
7314,7314,11020,Happy Fiscal,0,0,12,1,0
7315,7315,11021,Happy Fiscal,0,0,12,1,0
7316,7316,11022,Happy Fiscal,0,0,12,1,0
7317,7317,11023,Happy Fiscal,0,0,12,1,0
7318,7318,11043,Fiscal Gorge,0,1,12,1,0
7319,7319,11044,Fiscal Gorge,0,1,12,1,0
7320,7320,11045,Fiscal Gorge,0,1,12,1,0
7321,7321,11046,Fiscal Gorge,0,1,12,1,0
7322,7322,11047,Fiscal Gorge,0,1,12,1,0
7323,7323,11048,Fiscal Gorge,0,1,12,1,0
7324,7324,11049,Fiscal Gorge,0,1,12,1,0
7325,7325,11050,Fiscal Gorge,0,1,12,1,0
7326,7326,11072,Fiscal Cliff,0,0,12,1,0
7327,7327,11073,Fiscal Cliff,0,0,12,1,0
7328,7328,11074,Fiscal Cliff,0,0,12,1,0
7329,7329,11075,Fiscal Cliff,0,0,12,1,0
7330,7330,11076,Fiscal Cliff,0,0,12,1,0
7331,7331,11077,Fiscal Cliff,0,0,12,1,0
7332,7332,11078,Fiscal Cliff,0,0,12,1,0
7333,7333,11079,Fiscal Cliff,0,0,12,1,0
7334,7334,11080,Fiscal Cliff,0,0,12,1,0
7335,7335,11081,Fiscal Cliff,0,0,12,1,0
7336,7336,11082,Fiscal Cliff,0,0,12,1,0
7337,7337,11083,Fiscal Cliff,0,0,12,1,0
7338,7338,11084,Fiscal Cliff,0,0,12,1,0
7339,7339,11085,Fiscal Cliff,0,0,12,1,0
7340,7340,11086,Fiscal Cliff,0,0,12,1,0
7341,7341,11087,Fiscal Cliff,0,0,12,1,0
7342,7342,11088,Fiscal Cliff,0,0,12,1,0
7343,7343,11089,Fiscal Cliff,0,0,12,1,0
7344,7344,11090,Fiscal Cliff,0,0,12,1,0
7345,7345,11091,Fiscal Cliff,0,0,12,1,0
7346,7346,11092,Fiscal Cliff,0,0,12,1,0
7347,7347,11093,Fiscal Cliff,0,0,12,1,0
7348,7348,11094,Fiscal Cliff,0,0,12,1,0
7349,7349,11095,Fiscal Cliff,0,0,12,1,0
7350,7350,11096,Fiscal Cliff,0,0,12,1,0
7351,7351,11097,Fiscal Cliff,0,0,12,1,0
7352,7352,11098,Fiscal Cliff,0,0,12,1,0
7353,7353,11099,Fiscal Cliff,0,0,12,1,0
7354,7354,11100,Fiscal Cliff,0,0,12,1,0
7355,7355,11146,Fiscal Gorge,0,1,12,1,0
7356,7356,11147,Fiscal Gorge,0,1,12,1,0
7357,7357,11148,Fiscal Gorge,0,1,12,1,0
7358,7358,11149,Fiscal Gorge,0,1,12,1,0
7359,7359,11150,Fiscal Gorge,0,1,12,1,0
7360,7360,11151,Fiscal Gorge,0,1,12,1,0
7361,7361,11152,Fiscal Gorge,0,1,12,1,0
7362,7362,11153,Sheldon Adelson,0,0,15,1,0
7363,7363,11154,Sheldon Adelson,0,0,15,1,0
7364,7364,11155,Sheldon Adelson,0,0,15,1,0
7365,7365,11156,Sheldon Adelson,0,0,15,1,0
7366,7366,11157,Sheldon Adelson,0,0,15,1,0
7367,7367,11158,Sheldon Adelson,0,0,15,1,0
7368,7368,11159,Sheldon Adelson,0,0,15,1,0
7369,7369,11160,Sheldon Adelson,0,0,15,1,0
7370,7370,11161,Sheldon Adelson,0,0,15,1,0
7371,7371,11162,Sheldon Adelson,0,0,15,1,0
7372,7372,11163,Sheldon Adelson,0,0,15,1,0
7373,7373,11164,Sheldon Adelson,0,0,15,1,0
7374,7374,11165,Sheldon Adelson,0,0,15,1,0
7375,7375,11166,Sheldon Adelson,0,0,15,1,0
7376,7376,11167,Sheldon Adelson,0,0,15,1,0
7377,7377,11168,Sheldon Adelson,0,0,15,1,0
7378,7378,11231,Estate Tax,0,0,10,1,1
7379,7379,11231,Fiscal Cliff,0,0,12,1,0
7380,7380,11232,Estate Tax,0,0,10,1,1
7381,7381,11232,Fiscal Cliff,0,0,12,1,0
7382,7382,11233,Estate Tax,0,0,10,1,1
7383,7383,11233,Fiscal Cliff,0,0,12,1,0
7384,7384,11234,Estate Tax,0,0,10,1,1
7385,7385,11234,Fiscal Cliff,0,0,12,1,0
7386,7386,11235,Estate Tax,0,0,10,1,1
7387,7387,11235,Fiscal Cliff,0,0,12,1,0
7388,7388,11236,Estate Tax,0,0,10,1,1
7389,7389,11236,Fiscal Cliff,0,0,12,1,0
7390,7390,11237,Estate Tax,0,0,10,1,1
7391,7391,11237,Fiscal Cliff,0,0,12,1,0
7392,7392,11238,Estate Tax,0,0,10,1,1
7393,7393,11238,Fiscal Cliff,0,0,12,1,0
7394,7394,11239,Estate Tax,0,0,10,1,1
7395,7395,11239,Fiscal Cliff,0,0,12,1,0
7396,7396,11240,Estate Tax,0,0,10,1,1
7397,7397,11240,Fiscal Cliff,0,0,12,1,0
7398,7398,11241,Estate Tax,0,0,10,1,1
7399,7399,11241,Fiscal Cliff,0,0,12,1,0
7400,7400,11242,Estate Tax,0,0,10,1,1
7401,7401,11242,Fiscal Cliff,0,0,12,1,0
7402,7402,11243,Estate Tax,0,0,10,1,1
7403,7403,11243,Fiscal Cliff,0,0,12,1,0
7404,7404,11244,Estate Tax,0,0,10,1,1
7405,7405,11244,Fiscal Cliff,0,0,12,1,0
7406,7406,11245,Estate Tax,0,0,10,1,1
7407,7407,11245,Fiscal Cliff,0,0,12,1,0
7408,7408,11246,Estate Tax,0,0,10,1,1
7409,7409,11246,Fiscal Cliff,0,0,12,1,0
7410,7410,11247,Estate Tax,0,0,10,1,1
7411,7411,11247,Fiscal Cliff,0,0,12,1,0
7412,7412,11248,Estate Tax,0,0,10,1,1
7413,7413,11248,Fiscal Cliff,0,0,12,1,0
7414,7414,11249,Estate Tax,0,0,10,1,1
7415,7415,11249,Fiscal Cliff,0,0,12,1,0
7416,7416,11250,Estate Tax,0,0,10,1,1
7417,7417,11250,Fiscal Cliff,0,0,12,1,0
7418,7418,11251,Estate Tax,0,0,10,1,1
7419,7419,11251,Fiscal Cliff,0,0,12,1,0
7420,7420,11252,Estate Tax,0,0,10,1,1
7421,7421,11252,Fiscal Cliff,0,0,12,1,0
7422,7422,11253,Estate Tax,0,0,10,1,1
7423,7423,11253,Fiscal Cliff,0,0,12,1,0
7424,7424,11254,Estate Tax,0,0,10,1,1
7425,7425,11254,Fiscal Cliff,0,0,12,1,0
7426,7426,11255,Estate Tax,0,0,10,1,1
7427,7427,11255,Fiscal Cliff,0,0,12,1,0
7428,7428,11256,Estate Tax,0,0,10,1,1
7429,7429,11256,Fiscal Cliff,0,0,12,1,0
7430,7430,11257,Estate Tax,0,0,10,1,1
7431,7431,11257,Fiscal Cliff,0,0,12,1,0
7432,7432,11258,Estate Tax,0,0,10,1,1
7433,7433,11258,Fiscal Cliff,0,0,12,1,0
7434,7434,11259,Estate Tax,0,0,10,1,1
7435,7435,11259,Fiscal Cliff,0,0,12,1,0
7436,7436,11260,Bush Administration,0,0,19,1,0
7437,7437,11261,Bush Administration,0,0,19,1,0
7438,7438,11262,Bush Administration,0,0,19,1,0
7439,7439,11263,Bush Administration,0,0,19,1,0
7440,7440,11264,Bush Administration,0,0,19,1,0
7441,7441,11265,Bush Administration,0,0,19,1,0
7442,7442,11266,Bush Administration,0,0,19,1,0
7443,7443,11267,Bush Administration,0,0,19,1,0
7444,7444,11268,Bush Administration,0,0,19,1,0
7445,7445,11269,Bush Administration,0,0,19,1,0
7446,7446,11270,Bush Administration,0,0,19,1,0
7447,7447,11271,Bush Administration,0,0,19,1,0
7448,7448,11272,Bush Administration,0,0,19,1,0
7449,7449,11273,Bush Administration,0,0,19,1,0
7450,7450,11292,Fiscal Gorge,0,1,12,1,0
7451,7451,11293,Fiscal Gorge,0,1,12,1,0
7452,7452,11294,Fiscal Gorge,0,1,12,1,0
7453,7453,11295,Fiscal Gorge,0,1,12,1,0
7454,7454,11296,Fiscal Gorge,0,1,12,1,0
7455,7455,11297,Fiscal Gorge,0,1,12,1,0
7456,7456,11298,Fiscal Gorge,0,1,12,1,0
7457,7457,11299,Fiscal Gorge,0,1,12,1,0
7458,7458,11300,Fiscal Gorge,0,1,12,1,0
7459,7459,11301,Fiscal Gorge,0,1,12,1,0
7460,7460,11302,Fiscal Gorge,0,1,12,1,0
7461,7461,11303,Fiscal Gorge,0,1,12,1,0
7462,7462,11304,Fiscal Gorge,0,1,12,1,0
7463,7463,11305,Fiscal Gorge,0,1,12,1,0
7464,7464,11306,Fiscal Gorge,0,1,12,1,0
7465,7465,11307,Fiscal Gorge,0,1,12,1,0
7466,7466,11308,Fiscal Gorge,0,1,12,1,0
7467,7467,11309,Fiscal Gorge,0,1,12,1,0
7468,7468,11310,Fiscal Gorge,0,1,12,1,0
7469,7469,11311,Richie Rich,0,0,11,1,1
7470,7470,11312,Richie Rich,0,0,11,1,1
7471,7471,11313,Richie Rich,0,0,11,1,1
7472,7472,11314,Richie Rich,0,0,11,1,1
7473,7473,11315,Dividends Tax,0,0,13,1,1
7474,7474,11315,Sheldon Adelson,0,0,15,1,0
7475,7475,11315,Happy New,0,0,9,1,0
7476,7476,11315,Sands Casino,0,0,12,1,0
7477,7477,11316,Dividends Tax,0,0,13,1,1
7478,7478,11316,Sheldon Adelson,0,0,15,1,0
7479,7479,11316,Happy New,0,0,9,1,0
7480,7480,11316,Sands Casino,0,0,12,1,0
7481,7481,11317,Dividends Tax,0,0,13,1,1
