,Unnamed: 0,index,word,contain_ceo,last_aei,length,space,start
585,585,493,Social Security,0,0,15,1,0
586,586,494,Social Security,0,0,15,1,0
587,587,495,Social Security,0,0,15,1,0
588,588,496,Social Security,0,0,15,1,0
589,589,497,Social Security,0,0,15,1,0
590,590,498,Social Security,0,0,15,1,0
591,591,499,Social Security,0,0,15,1,0
592,592,500,Social Security,0,0,15,1,0
593,593,501,Social Security,0,0,15,1,0
594,594,502,Social Security,0,0,15,1,0
595,595,585,Here Are,0,1,8,1,0
596,596,585,Your New,0,0,8,1,0
597,597,585,Tax Rates,0,0,9,1,0
598,598,585,Fiscal Cliff,0,0,12,1,0
599,599,586,Here Are,0,1,8,1,0
600,600,586,Your New,0,0,8,1,0
601,601,586,Tax Rates,0,0,9,1,0
602,602,586,Fiscal Cliff,0,0,12,1,0
603,603,587,Here Are,0,1,8,1,0
604,604,587,Your New,0,0,8,1,0
605,605,587,Tax Rates,0,0,9,1,0
606,606,587,Fiscal Cliff,0,0,12,1,0
607,607,588,Here Are,0,1,8,1,0
608,608,588,Your New,0,0,8,1,0
609,609,588,Tax Rates,0,0,9,1,0
610,610,588,Fiscal Cliff,0,0,12,1,0
611,611,589,Here Are,0,1,8,1,0
612,612,589,Your New,0,0,8,1,0
613,613,589,Tax Rates,0,0,9,1,0
614,614,589,Fiscal Cliff,0,0,12,1,0
615,615,590,Here Are,0,1,8,1,0
616,616,590,Your New,0,0,8,1,0
617,617,590,Tax Rates,0,0,9,1,0
618,618,590,Fiscal Cliff,0,0,12,1,0
619,619,591,Here Are,0,1,8,1,0
620,620,591,Your New,0,0,8,1,0
621,621,591,Tax Rates,0,0,9,1,0
622,622,591,Fiscal Cliff,0,0,12,1,0
623,623,592,Here Are,0,1,8,1,0
624,624,592,Your New,0,0,8,1,0
625,625,592,Tax Rates,0,0,9,1,0
