,index,word,contain_1,contain_2,contain_3,contain_4,contain_5,length,num_space,start,end
0,0,South Korean PMI,0,0,0,0,0,16,2,0,0
1,0, PMI,0,0,0,0,0,4,1,0,0
2,1,South Korean PMI,0,0,0,0,0,16,2,0,0
3,1, PMI,0,0,0,0,0,4,1,0,0
4,2,South Korean PMI,0,0,0,0,0,16,2,0,0
5,2, PMI,0,0,0,0,0,4,1,0,0
6,3,South Korean PMI,0,0,0,0,0,16,2,0,0
7,3, PMI,0,0,0,0,0,4,1,0,0
8,4,South Korean PMI,0,0,0,0,0,16,2,0,0
9,4, PMI,0,0,0,0,0,4,1,0,0
10,5,South Korean PMI,0,0,0,0,0,16,2,0,0
11,5, PMI,0,0,0,0,0,4,1,0,0
12,6,South Korean PMI,0,0,0,0,0,16,2,0,0
13,6, PMI,0,0,0,0,0,4,1,0,0
14,7,South Korean PMI,0,0,0,0,0,16,2,0,0
15,7, PMI,0,0,0,0,0,4,1,0,0
16,13,December PMI,0,0,0,0,0,12,1,0,0
17,13, PMI,0,0,0,0,0,4,1,0,0
18,14,December PMI,0,0,0,0,0,12,1,0,0
19,14, PMI,0,0,0,0,0,4,1,0,0
20,15,December PMI,0,0,0,0,0,12,1,0,0
21,15, PMI,0,0,0,0,0,4,1,0,0
22,16,December PMI,0,0,0,0,0,12,1,0,0
23,16, PMI,0,0,0,0,0,4,1,0,0
24,17,December PMI,0,0,0,0,0,12,1,0,0
25,17, PMI,0,0,0,0,0,4,1,0,0
26,18,December PMI,0,0,0,0,0,12,1,0,0
27,18, PMI,0,0,0,0,0,4,1,0,0
28,19,December PMI,0,0,0,0,0,12,1,0,0
29,19, PMI,0,0,0,0,0,4,1,0,0
30,20,December PMI,0,0,0,0,0,12,1,0,0
31,20, PMI,0,0,0,0,0,4,1,0,0
32,21,White House,0,0,0,1,0,11,1,0,0
33,21, House,0,0,0,1,0,6,1,0,0
34,22,White House,0,0,0,1,0,11,1,0,0
35,22, House,0,0,0,1,0,6,1,0,0
36,23,White House,0,0,0,1,0,11,1,0,0
37,23, House,0,0,0,1,0,6,1,0,0
38,24,White House,0,0,0,1,0,11,1,0,0
39,24, House,0,0,0,1,0,6,1,0,0
40,25,White House,0,0,0,1,0,11,1,0,0
41,25, House,0,0,0,1,0,6,1,0,0
42,26,White House,0,0,0,1,0,11,1,0,0
43,26, House,0,0,0,1,0,6,1,0,0
44,27,White House,0,0,0,1,0,11,1,0,0
45,27, House,0,0,0,1,0,6,1,0,0
46,28,White House,0,0,0,1,0,11,1,0,0
47,28, House,0,0,0,1,0,6,1,0,0
48,29,White House,0,0,0,1,0,11,1,0,0
49,29, House,0,0,0,1,0,6,1,0,0
50,30,White House,0,0,0,1,0,11,1,0,0
51,30, House,0,0,0,1,0,6,1,0,0
52,31,White House,0,0,0,1,0,11,1,0,0
53,31, House,0,0,0,1,0,6,1,0,0
54,32,White House,0,0,0,1,0,11,1,0,0
55,32, House,0,0,0,1,0,6,1,0,0
56,33,White House,0,0,0,1,0,11,1,0,0
57,33, House,0,0,0,1,0,6,1,0,0
58,34,White House,0,0,0,1,0,11,1,0,0
59,34, House,0,0,0,1,0,6,1,0,0
60,35,White House,0,0,0,1,0,11,1,0,0
61,35, House,0,0,0,1,0,6,1,0,0
62,36,White House,0,0,0,1,0,11,1,0,0
63,36, House,0,0,0,1,0,6,1,0,0
64,37,White House,0,0,0,1,0,11,1,0,0
65,37, House,0,0,0,1,0,6,1,0,0
66,38,White House,0,0,0,1,0,11,1,0,0
67,38, House,0,0,0,1,0,6,1,0,0
68,39,White House,0,0,0,1,0,11,1,0,0
69,39, House,0,0,0,1,0,6,1,0,0
70,40,White House,0,0,0,1,0,11,1,0,0
71,40, House,0,0,0,1,0,6,1,0,0
72,41,White House,0,0,0,1,0,11,1,0,0
73,41, House,0,0,0,1,0,6,1,0,0
74,42,White House,0,0,0,1,0,11,1,0,0
75,42, House,0,0,0,1,0,6,1,0,0
76,43,White House,0,0,0,1,0,11,1,0,0
77,43, House,0,0,0,1,0,6,1,0,0
78,44,White House,0,0,0,1,0,11,1,0,0
79,44, House,0,0,0,1,0,6,1,0,0
80,45,White House,0,0,0,1,0,11,1,0,0
81,45, House,0,0,0,1,0,6,1,0,0
82,46,White House,0,0,0,1,0,11,1,0,0
83,46, House,0,0,0,1,0,6,1,0,0
84,47,White House,0,0,0,1,0,11,1,0,0
85,47, House,0,0,0,1,0,6,1,0,0
86,48,White House,0,0,0,1,0,11,1,0,0
87,48, House,0,0,0,1,0,6,1,0,0
88,49,White House,0,0,0,1,0,11,1,0,0
89,49, House,0,0,0,1,0,6,1,0,0
90,50,White House,0,0,0,1,0,11,1,0,0
91,50, House,0,0,0,1,0,6,1,0,0
92,51,Drudge Report,0,0,0,0,0,13,1,0,0
93,51, Report,0,0,0,0,0,7,1,0,0
94,52,Drudge Report,0,0,0,0,0,13,1,0,0
95,52, Report,0,0,0,0,0,7,1,0,0
96,53,Drudge Report,0,0,0,0,0,13,1,0,0
97,53, Report,0,0,0,0,0,7,1,0,0
98,54,Drudge Report,0,0,0,0,0,13,1,0,0
99,54, Report,0,0,0,0,0,7,1,0,0
100,55,Drudge Report,0,0,0,0,0,13,1,0,0
101,55, Report,0,0,0,0,0,7,1,0,0
102,56,Drudge Report,0,0,0,0,0,13,1,0,0
103,56, Report,0,0,0,0,0,7,1,0,0
104,57,Drudge Report,0,0,0,0,0,13,1,0,0
105,57, Report,0,0,0,0,0,7,1,0,0
106,58,Drudge Report,0,0,0,0,0,13,1,0,0
107,58, Report,0,0,0,0,0,7,1,0,0
108,59,Drudge Report,0,0,0,0,0,13,1,0,0
109,59, Report,0,0,0,0,0,7,1,0,0
110,60,Drudge Report,0,0,0,0,0,13,1,0,0
111,60, Report,0,0,0,0,0,7,1,0,0
112,61,Drudge Report,0,0,0,0,0,13,1,0,0
113,61, Report,0,0,0,0,0,7,1,0,0
114,62,Drudge Report,0,0,0,0,0,13,1,0,0
115,62, Report,0,0,0,0,0,7,1,0,0
116,63,Drudge Report,0,0,0,0,0,13,1,0,0
117,63, Report,0,0,0,0,0,7,1,0,0
118,64,Drudge Report,0,0,0,0,0,13,1,0,0
119,64, Report,0,0,0,0,0,7,1,0,0
120,65,Drudge Report,0,0,0,0,0,13,1,0,0
121,65, Report,0,0,0,0,0,7,1,0,0
122,66,South Korea,0,0,0,0,0,11,1,1,0
123,66, Korea,0,0,0,0,0,6,1,0,0
124,67,South Korea,0,0,0,0,0,11,1,1,0
125,67, Korea,0,0,0,0,0,6,1,0,0
126,68,South Korea,0,0,0,0,0,11,1,1,0
127,68, Korea,0,0,0,0,0,6,1,0,0
128,69,South Korea,0,0,0,0,0,11,1,1,0
129,69, Korea,0,0,0,0,0,6,1,0,0
130,70,South Korea,0,0,0,0,0,11,1,1,0
131,70, Korea,0,0,0,0,0,6,1,0,0
132,71,South Korea,0,0,0,0,0,11,1,1,0
133,71, Korea,0,0,0,0,0,6,1,0,0
134,72,South Korea,0,0,0,0,0,11,1,1,0
135,72, Korea,0,0,0,0,0,6,1,0,0
136,73,South Korea,0,0,0,0,0,11,1,1,0
137,73, Korea,0,0,0,0,0,6,1,0,0
138,74,South Korea,0,0,0,0,0,11,1,1,0
139,74, Korea,0,0,0,0,0,6,1,0,0
140,75,South Korea,0,0,0,0,0,11,1,1,0
141,75, Korea,0,0,0,0,0,6,1,0,0
142,76,South Korea,0,0,0,0,0,11,1,1,0
143,76, Korea,0,0,0,0,0,6,1,0,0
144,77,South Korea,0,0,0,0,0,11,1,1,0
145,77, Korea,0,0,0,0,0,6,1,0,0
146,78,South Korea,0,0,0,0,0,11,1,1,0
147,78, Korea,0,0,0,0,0,6,1,0,0
148,79,South Korea,0,0,0,0,0,11,1,1,0
149,79, Korea,0,0,0,0,0,6,1,0,0
150,80,South Korea,0,0,0,0,0,11,1,1,0
151,80, Korea,0,0,0,0,0,6,1,0,0
152,81,South Korea,0,0,0,0,0,11,1,1,0
153,81, Korea,0,0,0,0,0,6,1,0,0
154,82,South Korea,0,0,0,0,0,11,1,1,0
155,82, Korea,0,0,0,0,0,6,1,0,0
156,83,South Korea,0,0,0,0,0,11,1,1,0
157,83, Korea,0,0,0,0,0,6,1,0,0
158,84,South Korea,0,0,0,0,0,11,1,1,0
159,84, Korea,0,0,0,0,0,6,1,0,0
160,85,South Korea,0,0,0,0,0,11,1,1,0
161,85, Korea,0,0,0,0,0,6,1,0,0
162,86,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
163,86, Managers,0,0,0,0,0,9,1,0,0
164,87,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
165,87, Managers,0,0,0,0,0,9,1,0,0
166,88,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
167,88, Managers,0,0,0,0,0,9,1,0,0
168,89,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
169,89, Managers,0,0,0,0,0,9,1,0,0
170,90,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
171,90, Managers,0,0,0,0,0,9,1,0,0
172,91,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
173,91, Managers,0,0,0,0,0,9,1,0,0
174,92,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
175,92, Managers,0,0,0,0,0,9,1,0,0
176,93,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
177,93, Managers,0,0,0,0,0,9,1,0,0
178,94,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
179,94, Managers,0,0,0,0,0,9,1,0,0
180,95,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
181,95, Managers,0,0,0,0,0,9,1,0,0
182,96,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
183,96, Managers,0,0,0,0,0,9,1,0,0
184,97,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
185,97, Managers,0,0,0,0,0,9,1,0,0
186,98,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
187,98, Managers,0,0,0,0,0,9,1,0,0
188,99,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
189,99, Managers,0,0,0,0,0,9,1,0,0
190,100,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
191,100, Managers,0,0,0,0,0,9,1,0,0
192,101,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
193,101, Managers,0,0,0,0,0,9,1,0,0
194,102,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
195,102, Managers,0,0,0,0,0,9,1,0,0
196,103,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
197,103, Managers,0,0,0,0,0,9,1,0,0
198,104,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
199,104, Managers,0,0,0,0,0,9,1,0,0
200,105,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
201,105, Managers,0,0,0,0,0,9,1,0,0
202,106,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
203,106, Managers,0,0,0,0,0,9,1,0,0
204,107,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
205,107, Managers,0,0,0,0,0,9,1,0,0
206,108,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
207,108, Managers,0,0,0,0,0,9,1,0,0
208,109,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
209,109, Managers,0,0,0,0,0,9,1,0,0
210,110,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
211,110, Managers,0,0,0,0,0,9,1,0,0
212,111,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
213,111, Managers,0,0,0,0,0,9,1,0,0
214,112,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
215,112, Managers,0,0,0,0,0,9,1,0,0
216,113,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
217,113, Managers,0,0,0,0,0,9,1,0,0
218,114,The HSBC South Korea Purchasing Managers,0,0,0,0,0,40,5,0,0
219,114, Managers,0,0,0,0,0,9,1,0,0
220,186,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
221,186,"
UPDATE",0,0,0,0,0,7,0,0,0
222,187,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
223,187,"
UPDATE",0,0,0,0,0,7,0,0,0
224,188,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
225,188,"
UPDATE",0,0,0,0,0,7,0,0,0
226,189,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
227,189,"
UPDATE",0,0,0,0,0,7,0,0,0
228,190,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
229,190,"
UPDATE",0,0,0,0,0,7,0,0,0
230,191,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
231,191,"
UPDATE",0,0,0,0,0,7,0,0,0
232,192,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
233,192,"
UPDATE",0,0,0,0,0,7,0,0,0
234,193,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
235,193,"
UPDATE",0,0,0,0,0,7,0,0,0
236,194,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
237,194,"
UPDATE",0,0,0,0,0,7,0,0,0
238,195,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
239,195,"
UPDATE",0,0,0,0,0,7,0,0,0
240,196,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
241,196,"
UPDATE",0,0,0,0,0,7,0,0,0
242,197,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
243,197,"
UPDATE",0,0,0,0,0,7,0,0,0
244,198,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
245,198,"
UPDATE",0,0,0,0,0,7,0,0,0
246,199,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
247,199,"
UPDATE",0,0,0,0,0,7,0,0,0
248,200,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
249,200,"
UPDATE",0,0,0,0,0,7,0,0,0
250,201,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
251,201,"
UPDATE",0,0,0,0,0,7,0,0,0
252,202,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
253,202,"
UPDATE",0,0,0,0,0,7,0,0,0
254,203,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
255,203,"
UPDATE",0,0,0,0,0,7,0,0,0
256,204,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
257,204,"
UPDATE",0,0,0,0,0,7,0,0,0
258,205,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
259,205,"
UPDATE",0,0,0,0,0,7,0,0,0
260,206,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
261,206,"
UPDATE",0,0,0,0,0,7,0,0,0
262,207,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
263,207,"
UPDATE",0,0,0,0,0,7,0,0,0
264,208,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
265,208,"
UPDATE",0,0,0,0,0,7,0,0,0
266,209,"Markit
UPDATE",0,0,0,0,0,13,0,1,0
267,209,"
UPDATE",0,0,0,0,0,7,0,0,0
268,210,Hong Kong,0,0,0,0,0,9,1,1,0
269,210, Kong,0,0,0,0,0,5,1,0,0
270,211,Hong Kong,0,0,0,0,0,9,1,1,0
271,211, Kong,0,0,0,0,0,5,1,0,0
272,212,Hong Kong,0,0,0,0,0,9,1,1,0
273,212, Kong,0,0,0,0,0,5,1,0,0
274,213,Hong Kong,0,0,0,0,0,9,1,1,0
275,213, Kong,0,0,0,0,0,5,1,0,0
276,214,Hong Kong,0,0,0,0,0,9,1,1,0
277,214, Kong,0,0,0,0,0,5,1,0,0
278,276,But Republicans,0,0,0,0,0,15,1,1,0
279,276, Republicans,0,0,0,0,0,12,1,0,0
280,277,But Republicans,0,0,0,0,0,15,1,1,0
281,277, Republicans,0,0,0,0,0,12,1,0,0
282,278,But Republicans,0,0,0,0,0,15,1,1,0
283,278, Republicans,0,0,0,0,0,12,1,0,0
284,279,But Republicans,0,0,0,0,0,15,1,1,0
285,279, Republicans,0,0,0,0,0,12,1,0,0
286,280,But Republicans,0,0,0,0,0,15,1,1,0
287,280, Republicans,0,0,0,0,0,12,1,0,0
288,281,But Republicans,0,0,0,0,0,15,1,1,0
289,281, Republicans,0,0,0,0,0,12,1,0,0
290,282,But Republicans,0,0,0,0,0,15,1,1,0
291,282, Republicans,0,0,0,0,0,12,1,0,0
292,283,But Republicans,0,0,0,0,0,15,1,1,0
293,283, Republicans,0,0,0,0,0,12,1,0,0
294,284,But Republicans,0,0,0,0,0,15,1,1,0
295,284, Republicans,0,0,0,0,0,12,1,0,0
296,285,But Republicans,0,0,0,0,0,15,1,1,0
297,285, Republicans,0,0,0,0,0,12,1,0,0
298,286,But Republicans,0,0,0,0,0,15,1,1,0
299,286, Republicans,0,0,0,0,0,12,1,0,0
300,287,But Republicans,0,0,0,0,0,15,1,1,0
301,287, Republicans,0,0,0,0,0,12,1,0,0
302,288,But Republicans,0,0,0,0,0,15,1,1,0
303,288, Republicans,0,0,0,0,0,12,1,0,0
304,289,The Senate,0,0,0,0,0,10,1,1,0
305,289, Senate,0,0,0,0,0,7,1,0,0
306,290,The Senate,0,0,0,0,0,10,1,1,0
307,290, Senate,0,0,0,0,0,7,1,0,0
308,291,The Senate,0,0,0,0,0,10,1,1,0
309,291, Senate,0,0,0,0,0,7,1,0,0
310,292,The Senate,0,0,0,0,0,10,1,1,0
311,292, Senate,0,0,0,0,0,7,1,0,0
312,293,The Senate,0,0,0,0,0,10,1,1,0
313,293, Senate,0,0,0,0,0,7,1,0,0
314,294,The Senate,0,0,0,0,0,10,1,1,0
315,294, Senate,0,0,0,0,0,7,1,0,0
316,295,The Senate,0,0,0,0,0,10,1,1,0
317,295, Senate,0,0,0,0,0,7,1,0,0
318,296,The Senate,0,0,0,0,0,10,1,1,0
319,296, Senate,0,0,0,0,0,7,1,0,0
320,297,The Senate,0,0,0,0,0,10,1,1,0
321,297, Senate,0,0,0,0,0,7,1,0,0
322,298,The Senate,0,0,0,0,0,10,1,1,0
323,298, Senate,0,0,0,0,0,7,1,0,0
324,299,The Senate,0,0,0,0,0,10,1,1,0
325,299, Senate,0,0,0,0,0,7,1,0,0
326,300,The Senate,0,0,0,0,0,10,1,1,0
327,300, Senate,0,0,0,0,0,7,1,0,0
328,301,The Senate,0,0,0,0,0,10,1,1,0
329,301, Senate,0,0,0,0,0,7,1,0,0
330,302,The Senate,0,0,0,0,0,10,1,1,0
331,302, Senate,0,0,0,0,0,7,1,0,0
332,303,The Senate,0,0,0,0,0,10,1,1,0
333,303, Senate,0,0,0,0,0,7,1,0,0
334,304,The Senate,0,0,0,0,0,10,1,1,0
335,304, Senate,0,0,0,0,0,7,1,0,0
336,305,The Senate,0,0,0,0,0,10,1,1,0
337,305, Senate,0,0,0,0,0,7,1,0,0
338,306,The Senate,0,0,0,0,0,10,1,1,0
339,306, Senate,0,0,0,0,0,7,1,0,0
340,307,The Senate,0,0,0,0,0,10,1,1,0
341,307, Senate,0,0,0,0,0,7,1,0,0
342,308,The Senate,0,0,0,0,0,10,1,1,0
343,308, Senate,0,0,0,0,0,7,1,0,0
344,309,The Senate,0,0,0,0,0,10,1,1,0
345,309, Senate,0,0,0,0,0,7,1,0,0
346,310,The Senate,0,0,0,0,0,10,1,1,0
347,310, Senate,0,0,0,0,0,7,1,0,0
348,311,The Senate,0,0,0,0,0,10,1,1,0
349,311, Senate,0,0,0,0,0,7,1,0,0
350,312,The Senate,0,0,0,0,0,10,1,1,0
351,312, Senate,0,0,0,0,0,7,1,0,0
352,313,The Senate,0,0,0,0,0,10,1,1,0
353,313, Senate,0,0,0,0,0,7,1,0,0
354,314,The Senate,0,0,0,0,0,10,1,1,0
355,314, Senate,0,0,0,0,0,7,1,0,0
356,315,The Senate,0,0,0,0,0,10,1,1,0
357,315, Senate,0,0,0,0,0,7,1,0,0
358,343,SEE ALSO,0,0,0,1,0,8,1,1,0
359,343, ALSO,0,0,0,1,0,5,1,0,0
360,344,SEE ALSO,0,0,0,1,0,8,1,1,0
361,344, ALSO,0,0,0,1,0,5,1,0,0
362,345,SEE ALSO,0,0,0,1,0,8,1,1,0
363,345, ALSO,0,0,0,1,0,5,1,0,0
364,346,SEE ALSO,0,0,0,1,0,8,1,1,0
365,346, ALSO,0,0,0,1,0,5,1,0,0
366,347,SEE ALSO,0,0,0,1,0,8,1,1,0
367,347, ALSO,0,0,0,1,0,5,1,0,0
368,348,SEE ALSO,0,0,0,1,0,8,1,1,0
369,348, ALSO,0,0,0,1,0,5,1,0,0
370,349,SEE ALSO,0,0,0,1,0,8,1,1,0
371,349, ALSO,0,0,0,1,0,5,1,0,0
372,350,SEE ALSO,0,0,0,1,0,8,1,1,0
373,350, ALSO,0,0,0,1,0,5,1,0,0
374,351,SEE ALSO,0,0,0,1,0,8,1,1,0
375,351, ALSO,0,0,0,1,0,5,1,0,0
376,352,SEE ALSO,0,0,0,1,0,8,1,1,0
377,352, ALSO,0,0,0,1,0,5,1,0,0
378,353,SEE ALSO,0,0,0,1,0,8,1,1,0
379,353, ALSO,0,0,0,1,0,5,1,0,0
380,354,SEE ALSO,0,0,0,1,0,8,1,1,0
381,354, ALSO,0,0,0,1,0,5,1,0,0
382,355,SEE ALSO,0,0,0,1,0,8,1,1,0
383,355, ALSO,0,0,0,1,0,5,1,0,0
384,356,SEE ALSO,0,0,0,1,0,8,1,1,0
385,356, ALSO,0,0,0,1,0,5,1,0,0
386,357,SEE ALSO,0,0,0,1,0,8,1,1,0
387,357, ALSO,0,0,0,1,0,5,1,0,0
388,358,SEE ALSO,0,0,0,1,0,8,1,1,0
389,358, ALSO,0,0,0,1,0,5,1,0,0
390,359,SEE ALSO,0,0,0,1,0,8,1,1,0
391,359, ALSO,0,0,0,1,0,5,1,0,0
392,360,SEE ALSO,0,0,0,1,0,8,1,1,0
393,360, ALSO,0,0,0,1,0,5,1,0,0
394,361,SEE ALSO,0,0,0,1,0,8,1,1,0
395,361, ALSO,0,0,0,1,0,5,1,0,0
396,362,SEE ALSO,0,0,0,1,0,8,1,1,0
397,362, ALSO,0,0,0,1,0,5,1,0,0
398,363,SEE ALSO,0,0,0,1,0,8,1,1,0
399,363, ALSO,0,0,0,1,0,5,1,0,0
400,364,SEE ALSO,0,0,0,1,0,8,1,1,0
401,364, ALSO,0,0,0,1,0,5,1,0,0
402,365,SEE ALSO,0,0,0,1,0,8,1,1,0
403,365, ALSO,0,0,0,1,0,5,1,0,0
404,366,SEE ALSO,0,0,0,1,0,8,1,1,0
405,366, ALSO,0,0,0,1,0,5,1,0,0
406,367,SEE ALSO,0,0,0,1,0,8,1,1,0
407,367, ALSO,0,0,0,1,0,5,1,0,0
408,368,SEE ALSO,0,0,0,1,0,8,1,1,0
409,368, ALSO,0,0,0,1,0,5,1,0,0
410,369,SEE ALSO,0,0,0,1,0,8,1,1,0
411,369, ALSO,0,0,0,1,0,5,1,0,0
412,424,Mitt Romney,0,0,0,1,0,11,1,0,0
413,424, Romney,0,0,0,1,0,7,1,0,0
414,425,Mitt Romney,0,0,0,1,0,11,1,0,0
415,425, Romney,0,0,0,1,0,7,1,0,0
416,426,Mitt Romney,0,0,0,1,0,11,1,0,0
417,426, Romney,0,0,0,1,0,7,1,0,0
418,427,Mitt Romney,0,0,0,1,0,11,1,0,0
419,427, Romney,0,0,0,1,0,7,1,0,0
420,428,Mitt Romney,0,0,0,1,0,11,1,0,0
421,428, Romney,0,0,0,1,0,7,1,0,0
422,429,Mitt Romney,0,0,0,1,0,11,1,0,0
423,429, Romney,0,0,0,1,0,7,1,0,0
424,430,Mitt Romney,0,0,0,1,0,11,1,0,0
425,430, Romney,0,0,0,1,0,7,1,0,0
426,431,Mitt Romney,0,0,0,1,0,11,1,0,0
427,431, Romney,0,0,0,1,0,7,1,0,0
428,432,Mitt Romney,0,0,0,1,0,11,1,0,0
429,432, Romney,0,0,0,1,0,7,1,0,0
430,439,Mitt Romney,0,0,0,0,0,11,1,0,0
431,439, Romney,0,0,0,0,0,7,1,0,0
432,440,Mitt Romney,0,0,0,0,0,11,1,0,0
433,440, Romney,0,0,0,0,0,7,1,0,0
434,441,Mitt Romney,0,0,0,0,0,11,1,0,0
435,441, Romney,0,0,0,0,0,7,1,0,0
436,442,Mitt Romney,0,0,0,0,0,11,1,0,0
437,442, Romney,0,0,0,0,0,7,1,0,0
438,443,Mitt Romney,0,0,0,0,0,11,1,0,0
439,443, Romney,0,0,0,0,0,7,1,0,0
440,444,Mitt Romney,0,0,0,0,0,11,1,0,0
441,444, Romney,0,0,0,0,0,7,1,0,0
442,445,Mitt Romney,0,0,0,0,0,11,1,0,0
443,445, Romney,0,0,0,0,0,7,1,0,0
444,446,Mitt Romney,0,0,0,0,0,11,1,0,0
445,446, Romney,0,0,0,0,0,7,1,0,0
446,447,Mitt Romney,0,0,0,0,0,11,1,0,0
447,447, Romney,0,0,0,0,0,7,1,0,0
448,448,Mitt Romney,0,0,0,0,0,11,1,0,0
449,448, Romney,0,0,0,0,0,7,1,0,0
450,449,Mitt Romney,0,0,0,0,0,11,1,0,0
451,449, Romney,0,0,0,0,0,7,1,0,0
452,450,Mitt Romney,0,0,0,0,0,11,1,0,0
453,450, Romney,0,0,0,0,0,7,1,0,0
454,451,Mitt Romney,0,0,0,0,0,11,1,0,0
455,451, Romney,0,0,0,0,0,7,1,0,0
456,452,Mitt Romney,0,0,0,0,0,11,1,0,0
457,452, Romney,0,0,0,0,0,7,1,0,0
458,453,Mitt Romney,0,0,0,0,0,11,1,0,0
459,453, Romney,0,0,0,0,0,7,1,0,0
460,454,Mitt Romney,0,0,0,0,0,11,1,0,0
461,454, Romney,0,0,0,0,0,7,1,0,0
462,455,Mitt Romney,0,0,0,0,0,11,1,0,0
463,455, Romney,0,0,0,0,0,7,1,0,0
464,456,Mitt Romney,0,0,0,0,0,11,1,0,0
465,456, Romney,0,0,0,0,0,7,1,0,0
466,457,Mitt Romney,0,0,0,0,0,11,1,0,0
467,457, Romney,0,0,0,0,0,7,1,0,0
468,458,Mitt Romney,0,0,0,0,0,11,1,0,0
469,458, Romney,0,0,0,0,0,7,1,0,0
470,459,Mitt Romney,0,0,0,0,0,11,1,0,0
471,459, Romney,0,0,0,0,0,7,1,0,0
472,460,Mitt Romney,0,0,0,0,0,11,1,0,0
473,460, Romney,0,0,0,0,0,7,1,0,0
474,476,Social Security,0,0,0,0,0,15,1,0,0
475,476, Security,0,0,0,0,0,9,1,0,0
476,477,Social Security,0,0,0,0,0,15,1,0,0
477,477, Security,0,0,0,0,0,9,1,0,0
478,478,Social Security,0,0,0,0,0,15,1,0,0
479,478, Security,0,0,0,0,0,9,1,0,0
480,479,Social Security,0,0,0,0,0,15,1,0,0
481,479, Security,0,0,0,0,0,9,1,0,0
482,480,Social Security,0,0,0,0,0,15,1,0,0
483,480, Security,0,0,0,0,0,9,1,0,0
484,481,Social Security,0,0,0,0,0,15,1,0,0
485,481, Security,0,0,0,0,0,9,1,0,0
486,482,Social Security,0,0,0,0,0,15,1,0,0
487,482, Security,0,0,0,0,0,9,1,0,0
488,483,Social Security,0,0,0,0,0,15,1,0,0
489,483, Security,0,0,0,0,0,9,1,0,0
490,484,Social Security,0,0,0,0,0,15,1,0,0
491,484, Security,0,0,0,0,0,9,1,0,0
492,485,Social Security,0,0,0,0,0,15,1,0,0
493,485, Security,0,0,0,0,0,9,1,0,0
494,486,Social Security,0,0,0,0,0,15,1,0,0
495,486, Security,0,0,0,0,0,9,1,0,0
496,487,Social Security,0,0,0,0,0,15,1,0,0
497,487, Security,0,0,0,0,0,9,1,0,0
